,Proximity_to_Hole_from_Rough_RANK THIS WEEK,Proximity_to_Hole_from_Rough_RANK LAST WEEK,Proximity_to_Hole_from_Rough_PLAYER NAME,Proximity_to_Hole_from_Rough_ROUNDS,Proximity_to_Hole_from_Rough_AVG DTP,Proximity_to_Hole_from_Rough_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Rough_# OF SHOTS,Proximity_to_Hole_from_Rough_SCRAMBLING RANK
0,1,1,Mark Brooks,55,"5' 9""",599.9169999999999,104,10
1,2,2,Chris DiMarco,97,"6' 1""",1342.75,220,15
2,3,3,Darron Stiles,52,"6' 3""",689.25,111,133
3,T4,T4,Tim Clark,81,"6' 4""",890.9169999999999,141,19
4,T4,T4,Ian Poulter,59,"6' 4""",691.0,109,4
5,T6,T6,Briny Baird,89,"6' 5""",899.5,141,126
6,T6,T6,Padraig Harrington,66,"6' 5""",999.6669999999999,155,11
7,T6,T6,Jerry Kelly,90,"6' 5""",1285.583,201,45
8,T6,T6,Scott Sterling,51,"6' 5""",602.0,94,44
9,T10,T10,Phil Mickelson,66,"6' 6""",1010.9169999999999,155,109
10,T10,T10,Mike Weir,85,"6' 6""",1140.167,176,14
11,T12,T12,Fred Couples,54,"6' 7""",669.0,101,175
12,T12,T12,Bob Estes,78,"6' 7""",1169.25,178,28
13,T12,T12,Tiger Woods,64,"6' 7""",916.75,139,1
14,T15,T15,Bob Heintz,59,"6' 8""",904.8330000000001,136,26
15,T15,T15,Kevin Stadler,65,"6' 8""",804.6669999999999,120,33
16,T17,T17,Brian Gay,96,"6' 9""",1388.9170000000001,205,7
17,T17,T17,Peter Lonard,86,"6' 9""",1271.833,188,144
18,T17,T17,Jimmy Walker,74,"6' 9""",1279.25,189,27
19,T17,T17,Bubba Watson,73,"6' 9""",1058.083,156,166
20,T21,T21,Tom Lehman,55,"6' 10""",432.083,63,150
21,T21,T21,Jeff Quinney,78,"6' 10""",1126.75,165,58
22,T21,T21,David Toms,98,"6' 10""",1141.75,168,47
23,T24,T24,Freddie Jacobson,83,"6' 11""",1415.4170000000001,204,51
24,T24,T24,Zach Johnson,94,"6' 11""",1300.333,188,31
25,T24,T24,Bryce Molder,69,"6' 11""",652.5,94,37
26,T24,T24,Chris Riley,77,"6' 11""",1017.25,147,9
27,T24,T24,Steve Stricker,81,"6' 11""",1063.75,154,2
28,T29,T29,Jim Furyk,86,"7' 0""",1194.833,170,8
29,T29,T29,Jason Gore,74,"7' 0""",1003.9169999999999,143,127
30,T29,T29,Tom Pernice Jr.,82,"7' 0""",1386.0,199,12
31,T29,T29,Dean Wilson,81,"7' 0""",1239.75,177,119
32,T33,T33,Jason Dufner,90,"7' 1""",1441.0,203,52
33,T33,T33,Justin Rose,71,"7' 1""",1001.5830000000001,141,87
34,T33,T33,Patrick Sheehan,51,"7' 1""",721.9169999999999,102,23
35,T33,T33,Brendon Todd,53,"7' 1""",915.5,130,180
36,T37,T37,John Mallinger,90,"7' 2""",1347.0829999999999,189,104
37,T37,T37,Jeff Overton,92,"7' 2""",1699.25,238,95
38,T37,T37,Brett Quigley,92,"7' 2""",1183.333,166,76
39,T37,T37,Rory Sabbatini,81,"7' 2""",1291.167,181,129
40,T41,T41,Jason Bohn,88,"7' 3""",1263.583,175,163
41,T41,T41,Chad Campbell,90,"7' 3""",1213.917,168,67
42,T41,T41,Alex Cejka,82,"7' 3""",1213.25,167,108
43,T41,T41,Glen Day,79,"7' 3""",1148.0,158,43
44,T41,T41,Ken Duke,87,"7' 3""",1570.6670000000001,217,53
45,T41,T41,Steve Elkington,70,"7' 3""",1019.5,141,99
46,T41,T41,Rod Pampling,72,"7' 3""",1083.667,150,74
47,T41,T41,Vijay Singh,71,"7' 3""",1022.8330000000001,141,147
48,T41,T41,Jay Williamson,69,"7' 3""",934.6669999999999,129,86
49,T50,T50,Will MacKenzie,69,"7' 4""",1210.583,165,164
50,T50,T50,Camilo Villegas,76,"7' 4""",1038.5,141,129
51,T52,T52,Stuart Appleby,79,"7' 5""",1242.167,168,160
52,T52,T52,Brian Davis,103,"7' 5""",1712.6670000000001,230,95
53,T52,T52,Justin Leonard,95,"7' 5""",1071.167,144,63
54,T52,T52,Geoff Ogilvy,78,"7' 5""",1278.667,172,62
55,T52,T52,Pat Perez,74,"7' 5""",1347.5,182,78
56,T52,T52,Brandt Snedeker,81,"7' 5""",1117.917,150,25
57,T58,T58,Retief Goosen,74,"7' 6""",1380.0,185,64
58,T58,T58,Jeff Klauk,97,"7' 6""",1523.5829999999999,204,34
59,T58,T58,Parker McLachlin,71,"7' 6""",1477.3329999999999,198,98
60,T58,T58,Nick O'Hern,90,"7' 6""",1432.4170000000001,192,70
61,T62,T62,Aaron Baddeley,66,"7' 7""",1330.8329999999999,176,92
62,T62,T62,Bart Bryant,58,"7' 7""",1107.167,146,153
63,T62,T62,Richard Johnson,85,"7' 7""",1180.25,156,87
64,T62,T62,Steve Marino,98,"7' 7""",1506.75,199,60
65,T62,T62,Ryan Moore,89,"7' 7""",1509.5829999999999,199,46
66,T62,T62,Sean O'Hair,80,"7' 7""",1241.5,163,113
67,T62,T62,Corey Pavin,73,"7' 7""",1063.667,141,80
68,T62,T62,Tim Petrovic,97,"7' 7""",1487.8329999999999,197,5
69,T62,T62,Tag Ridings,50,"7' 7""",888.8330000000001,117,140
70,T62,T62,Vaughn Taylor,88,"7' 7""",1527.1670000000001,201,156
71,T72,T72,Woody Austin,84,"7' 8""",1616.4170000000001,210,39
72,T72,T72,Greg Chalmers,85,"7' 8""",1406.25,184,55
73,T72,T72,Ben Crane,93,"7' 8""",1424.5829999999999,186,32
74,T72,T72,Harrison Frazar,93,"7' 8""",1948.1670000000001,255,134
75,T72,T72,Robert Garrigus,83,"7' 8""",1456.5,189,111
76,T72,T72,Lee Janzen,74,"7' 8""",1268.833,165,66
77,T72,T72,Kent Jones,73,"7' 8""",1157.0,151,139
78,T72,T72,Billy Mayfair,83,"7' 8""",1306.917,170,169
79,T72,T72,Carl Pettersson,86,"7' 8""",1550.3329999999999,202,164
80,T72,T72,Rick Price,54,"7' 8""",896.75,117,161
81,T72,T72,Mark Wilson,99,"7' 8""",1748.4170000000001,228,21
82,T83,T83,David Duval,56,"7' 9""",1062.167,137,183
83,T83,T83,Charles Howell III,99,"7' 9""",1737.1670000000001,224,118
84,T83,T83,Steve Lowery,83,"7' 9""",1633.75,211,82
85,T83,T83,Troy Matteson,95,"7' 9""",1686.4170000000001,218,103
86,T83,T83,D.A. Points,99,"7' 9""",1518.4170000000001,196,111
87,T83,T83,Chez Reavie,81,"7' 9""",1243.917,160,71
88,T83,T83,Kirk Triplett,60,"7' 9""",1003.5,129,24
89,T90,T90,Cameron Beckman,87,"7' 10""",1487.1670000000001,190,77
90,T90,T90,Jason Day,61,"7' 10""",1264.333,161,35
91,T90,T90,Luke Donald,79,"7' 10""",1172.5,149,20
92,T90,T90,Charley Hoffman,97,"7' 10""",1728.9170000000001,221,79
93,T90,T90,James Nitties,86,"7' 10""",1760.5,225,106
94,T90,T90,Webb Simpson,94,"7' 10""",1806.8329999999999,231,17
95,T90,T90,Scott Verplank,88,"7' 10""",1438.25,184,75
96,T97,T97,Steve Flesch,77,"7' 11""",1230.417,155,50
97,T97,T97,Bill Haas,91,"7' 11""",1928.5829999999999,243,72
98,T97,T97,Matt Kuchar,82,"7' 11""",1570.6670000000001,199,3
99,T97,T97,Michael Letzig,96,"7' 11""",1831.25,232,29
100,T97,T97,Bill Lunde,83,"7' 11""",1444.3329999999999,182,49
101,T97,T97,Rocco Mediate,79,"7' 11""",1180.083,149,145
102,T97,T97,Greg Owen,97,"7' 11""",1376.3329999999999,173,136
103,T97,T97,John Senden,100,"7' 11""",1647.75,209,128
104,T97,T97,Heath Slocum,95,"7' 11""",1535.8329999999999,195,91
105,T97,T97,Chris Stroud,88,"7' 11""",1442.5829999999999,183,168
106,T97,T97,D.J. Trahan,96,"7' 11""",1577.3329999999999,199,149
107,T97,T97,Nick Watney,86,"7' 11""",1723.9170000000001,217,84
108,T109,T109,Rich Beem,77,"8' 0""",1101.25,138,132
109,T109,T109,Ángel Cabrera,55,"8' 0""",768.5,96,117
110,T109,T109,Mark Calcavecchia,72,"8' 0""",1421.0,177,101
111,T109,T109,K.J. Choi,65,"8' 0""",1043.417,131,141
112,T109,T109,Davis Love III,89,"8' 0""",1672.75,210,109
113,T109,T109,Jarrod Lyle,65,"8' 0""",992.0830000000001,124,65
114,T109,T109,Ted Purdy,101,"8' 0""",1961.5829999999999,245,151
115,T109,T109,Kevin Sutherland,96,"8' 0""",1410.4170000000001,176,81
116,T109,T109,Peter Tomasulo,61,"8' 0""",1132.25,141,172
117,T109,T109,Matt Weibring,65,"8' 0""",970.5830000000001,121,42
118,T119,T119,Brad Adamonis,70,"8' 1""",1192.167,147,36
119,T119,T119,Ernie Els,70,"8' 1""",1098.917,136,59
120,T119,T119,David Mathis,82,"8' 1""",1450.75,179,47
121,T119,T119,Kevin Streelman,97,"8' 1""",1974.0,243,167
122,T119,T119,Brian Vranesh,51,"8' 1""",1021.4169999999999,126,38
123,T119,T119,Casey Wittenberg,71,"8' 1""",1150.583,143,61
124,T119,T119,Y.E. Yang,83,"8' 1""",1544.75,192,90
125,T126,T126,Robert Allenby,71,"8' 2""",1051.583,129,56
126,T126,T126,Paul Goydos,79,"8' 2""",1238.417,152,145
127,T126,T126,Nathan Green,104,"8' 2""",2016.75,248,40
128,T126,T126,Anthony Kim,76,"8' 2""",1360.8329999999999,166,124
129,T126,T126,George McNeill,82,"8' 2""",1648.25,202,29
130,T126,T126,Kenny Perry,92,"8' 2""",1710.5829999999999,210,13
131,T126,T126,Charles Warren,63,"8' 2""",1106.25,135,121
132,T126,T126,Charlie Wi,92,"8' 2""",1645.4170000000001,201,83
133,T134,T134,Brian Bateman,55,"8' 3""",966.0830000000001,117,158
134,T134,T134,Kris Blanks,60,"8' 3""",984.4169999999999,119,131
135,T134,T134,Jonathan Byrd,89,"8' 3""",1416.0,171,148
136,T134,T134,Daniel Chopra,89,"8' 3""",1793.5829999999999,217,152
137,T134,T134,Stewart Cink,79,"8' 3""",1343.1670000000001,163,113
138,T134,T134,Ben Curtis,63,"8' 3""",1002.0830000000001,122,85
139,T134,T134,Sergio Garcia,59,"8' 3""",903.5830000000001,109,101
140,T134,T134,Spencer Levin,75,"8' 3""",1232.917,150,15
141,T134,T134,Ryan Palmer,78,"8' 3""",1668.25,202,138
142,T143,T143,Stephen Ames,77,"8' 4""",1187.083,142,142
143,T143,T143,Matt Bettencourt,98,"8' 4""",2202.0,265,125
144,T143,T143,Colt Knost,71,"8' 4""",1086.167,130,157
145,T143,T143,Kevin Na,91,"8' 4""",1720.0829999999999,207,6
146,T147,T147,Michael Allen,73,"8' 5""",1032.417,123,123
147,T147,T147,Tommy Armour III,58,"8' 5""",1124.5,134,137
148,T147,T147,Ricky Barnes,67,"8' 5""",1012.9169999999999,120,178
149,T147,T147,Greg Kraft,51,"8' 5""",868.6669999999999,103,177
150,T147,T147,Bo Van Pelt,100,"8' 5""",1843.25,220,57
151,T147,T147,Johnson Wagner,81,"8' 5""",1734.5,206,115
152,T153,T153,Ryuji Imada,85,"8' 6""",1667.6670000000001,196,54
153,T153,T153,Adam Scott,53,"8' 6""",1027.75,121,171
154,T155,T155,Brad Faxon,59,"8' 7""",1360.8329999999999,159,120
155,T155,T155,Mathew Goggin,76,"8' 7""",1495.4170000000001,175,134
156,T155,T155,Joe Ogilvie,85,"8' 7""",1659.6670000000001,194,41
157,T155,T155,Andres Romero,58,"8' 7""",1201.5,140,181
158,T155,T155,Boo Weekley,79,"8' 7""",1561.25,182,154
159,T160,T160,Eric Axley,71,"8' 8""",1502.8329999999999,174,182
160,T160,T160,Marc Leishman,91,"8' 8""",1951.5,226,116
161,T160,T160,Scott Piercy,85,"8' 8""",1925.6670000000001,222,107
162,T160,T160,Gary Woodland,53,"8' 8""",983.4169999999999,114,184
163,T164,T164,J.B. Holmes,74,"8' 9""",1703.3329999999999,195,174
164,T164,T164,Scott McCarron,91,"8' 9""",1840.9170000000001,211,18
165,T166,T166,Lucas Glover,93,"8' 10""",1898.25,215,97
166,T166,T166,Tim Herron,87,"8' 10""",2030.75,230,69
167,T166,T166,Leif Olson,51,"8' 10""",1293.167,147,173
168,T169,T169,Brendon de Jonge,90,"8' 11""",1999.1670000000001,225,155
169,T169,T169,J.J. Henry,97,"8' 11""",1807.3329999999999,202,89
170,T169,T169,Matt Jones,56,"8' 11""",1018.1669999999999,114,22
171,T169,T169,Cliff Kresge,78,"8' 11""",1442.25,161,72
172,T169,T169,Jeff Maggert,79,"8' 11""",1490.75,167,68
173,T169,T169,John Merrick,91,"8' 11""",1456.5829999999999,163,159
174,T175,T175,Derek Fathauer,63,"9' 0""",1354.0,150,161
175,T175,T175,Dustin Johnson,85,"9' 0""",1920.0,213,143
176,T175,T175,Martin Laird,72,"9' 0""",1380.3329999999999,154,179
177,T175,T175,Marc Turnesa,77,"9' 0""",1650.75,183,170
178,179,179,Todd Hamilton,83,"9' 1""",1211.25,133,105
179,180,180,Nicholas Thompson,96,"9' 2""",2224.75,242,122
180,181,181,John Rollins,92,"9' 3""",2025.0,218,93
181,182,182,Joe Durant,62,"9' 7""",1042.0,109,176
182,T183,T183,Hunter Mahan,94,"9' 10""",1741.1670000000001,177,100
183,T183,T183,Aron Price,89,"9' 10""",1831.6670000000001,187,93
