,Average_Distance_of_Putts_made_RANK THIS WEEK,Average_Distance_of_Putts_made_RANK LAST WEEK,Average_Distance_of_Putts_made_PLAYER NAME,Average_Distance_of_Putts_made_ROUNDS,Average_Distance_of_Putts_made_AVG,Average_Distance_of_Putts_made_TOTAL DIST. (INCHES),Average_Distance_of_Putts_made_TOTAL ROUNDS,Average_Distance_of_Putts_made_AVG DIST.,Average_Distance_of_Putts_made_BEST ROUND
0,1,1,Jason Day,76,"81' 11""",58001,59,"4' 7""","144' 2"""
1,2,2,Brandt Snedeker,85,"81' 6""",65553,67,"4' 7""","179' 11"""
2,3,3,Hunter Mahan,92,"81' 4""",74161,76,"4' 7""","220' 2"""
3,4,4,Graeme McDowell,50,"81' 1""",35998,37,"4' 7""","139' 11"""
4,5,5,Rickie Fowler,84,"81' 0""",64153,66,"4' 7""","148' 9"""
5,T6,T6,Lucas Glover,74,"80' 11""",59235,61,"4' 7""","138' 9"""
6,T6,T6,Johnson Wagner,81,"80' 11""",67980,70,"4' 6""","202' 9"""
7,8,8,David Toms,78,"80' 4""",56864,59,"4' 6""","184' 3"""
8,9,9,Matt McQuillan,59,"80' 0""",46062,48,"4' 6""","170' 7"""
9,10,10,Steve Marino,76,"79' 7""",59222,62,"4' 6""","158' 4"""
10,11,11,Ben Martin,74,"79' 2""",61752,65,"4' 5""","162' 10"""
11,12,12,Kevin Na,84,"79' 1""",64540,68,"4' 6""","128' 5"""
12,T13,T13,Cameron Beckman,71,"78' 10""",60563,64,"4' 5""","167' 1"""
13,T13,T13,Martin Piller,63,"78' 10""",49215,52,"4' 5""","171' 3"""
14,15,15,Steve Stricker,70,"78' 9""",50060,53,"4' 5""","173' 8"""
15,16,16,Pat Perez,76,"78' 8""",66110,70,"4' 5""","144' 3"""
16,17,17,Ángel Cabrera,50,"78' 7""",33008,35,"4' 5""","152' 5"""
17,18,18,Andres Romero,77,"78' 4""",63914,68,"4' 5""","144' 8"""
18,19,19,Luke Donald,73,"78' 3""",48802,52,"4' 5""","143' 4"""
19,T20,T20,Fabián Gómez,84,"77' 11""",64544,69,"4' 5""","192' 8"""
20,T20,T20,Geoff Ogilvy,69,"77' 11""",50472,54,"4' 5""","137' 4"""
21,T20,T20,Will Strickler,51,"77' 11""",40212,43,"4' 5""","192' 6"""
22,23,23,Hunter Haas,96,"77' 9""",79329,85,"4' 4""","147' 5"""
23,24,24,John Senden,94,"77' 8""",75526,81,"4' 4""","160' 2"""
24,25,25,Matt Bettencourt,84,"77' 6""",71616,77,"4' 4""","165' 6"""
25,26,26,Roland Thatcher,67,"77' 5""",56650,61,"4' 4""","155' 8"""
26,27,27,Charlie Wi,83,"77' 3""",71401,77,"4' 4""","153' 3"""
27,28,28,Jim Renner,65,"77' 2""",49077,53,"4' 4""","152' 7"""
28,29,29,Chez Reavie,92,"77' 0""",75740,82,"4' 4""","181' 5"""
29,T30,T30,Greg Chalmers,88,"76' 10""",72875,79,"4' 4""","149' 3"""
30,T30,T30,Aron Price,58,"76' 10""",45189,49,"4' 4""","148' 2"""
31,32,32,Tommy Gainey,104,"76' 9""",83771,91,"4' 4""","132' 7"""
32,T33,T33,Jeff Overton,92,"76' 8""",67168,73,"4' 4""","151' 1"""
33,T33,T33,Kevin Streelman,90,"76' 8""",65341,71,"4' 3""","150' 5"""
34,35,35,Charl Schwartzel,58,"76' 7""",36768,40,"4' 3""","165' 2"""
35,36,36,John Rollins,85,"76' 6""",66072,72,"4' 3""","149' 2"""
36,37,37,Brian Gay,90,"76' 5""",67886,74,"4' 4""","153' 9"""
37,T38,T38,Blake Adams,116,"76' 4""",96217,105,"4' 4""","145' 6"""
38,T38,T38,Shane Bertsch,62,"76' 4""",47609,52,"4' 4""","172' 9"""
39,T38,T38,Webb Simpson,98,"76' 4""",76035,83,"4' 3""","132' 8"""
40,T38,T38,Michael Thompson,79,"76' 4""",63217,69,"4' 4""","131' 9"""
41,T38,T38,Dean Wilson,62,"76' 4""",52210,57,"4' 3""","142' 9"""
42,T43,T43,Martin Laird,77,"76' 3""",56709,62,"4' 3""","148' 5"""
43,T43,T43,Michael Putnam,67,"76' 3""",48469,53,"4' 3""","173' 1"""
44,T45,T45,David Hearn,88,"76' 2""",69464,76,"4' 3""","135' 9"""
45,T45,T45,Brandt Jobe,100,"76' 2""",74032,81,"4' 3""","140' 8"""
46,T45,T45,Nick Watney,80,"76' 2""",56694,62,"4' 4""","158' 9"""
47,T48,T48,Chris Couch,73,"76' 1""",62106,68,"4' 3""","144' 9"""
48,T48,T48,Scott McCarron,65,"76' 1""",49288,54,"4' 3""","171' 10"""
49,T48,T48,Y.E. Yang,63,"76' 1""",38350,42,"4' 3""","165' 9"""
50,T51,T51,Bryce Molder,82,"76' 0""",64720,71,"4' 3""","144' 1"""
51,T51,T51,Cameron Tringale,110,"76' 0""",88432,97,"4' 3""","162' 6"""
52,53,53,Lee Janzen,62,"75' 11""",45529,50,"4' 3""","160' 7"""
53,T54,T54,Shaun Micheel,77,"75' 9""",59107,65,"4' 3""","147' 10"""
54,T54,T54,Tag Ridings,87,"75' 9""",67289,74,"4' 3""","187' 4"""
55,56,56,Padraig Harrington,60,"75' 8""",40864,45,"4' 3""","154' 6"""
56,57,57,Stephen Ames,69,"75' 7""",54417,60,"4' 3""","164' 8"""
57,T58,T58,Steve Flesch,88,"75' 5""",70623,78,"4' 3""","136' 8"""
58,T58,T58,Rod Pampling,72,"75' 5""",54274,60,"4' 3""","140' 2"""
59,T60,T60,Kevin Kisner,70,"75' 4""",51515,57,"4' 3""","151' 8"""
60,T60,T60,Nate Smith,66,"75' 4""",47916,53,"4' 3""","138' 6"""
61,T62,T62,Carl Pettersson,95,"75' 3""",81295,90,"4' 3""","139' 0"""
62,T62,T62,Vijay Singh,79,"75' 3""",65037,72,"4' 3""","174' 1"""
63,T64,T64,Aaron Baddeley,77,"75' 2""",55898,62,"4' 3""","148' 9"""
64,T64,T64,J.P. Hayes,56,"75' 2""",43298,48,"4' 3""","193' 6"""
65,T64,T64,Ryan Moore,79,"75' 2""",54132,60,"4' 3""","122' 1"""
66,T67,T67,Retief Goosen,50,"75' 1""",36041,40,"4' 3""","150' 7"""
67,T67,T67,Sung Kang,63,"75' 1""",45929,51,"4' 3""","131' 2"""
68,T67,T67,David Mathis,83,"75' 1""",63062,70,"4' 3""","121' 4"""
69,T67,T67,D.A. Points,89,"75' 1""",66643,74,"4' 3""","156' 9"""
70,T71,T71,Robert Garrigus,83,"75' 0""",62084,69,"4' 3""","152' 10"""
71,T71,T71,Zack Miller,86,"75' 0""",67489,75,"4' 3""","211' 10"""
72,T73,T73,William McGirt,103,"74' 11""",82701,92,"4' 2""","142' 3"""
73,T73,T73,Alexandre Rocha,65,"74' 11""",44027,49,"4' 2""","153' 8"""
74,75,75,Steven Bowditch,86,"74' 10""",70071,78,"4' 2""","131' 5"""
75,76,76,Kent Jones,76,"74' 9""",60120,67,"4' 3""","129' 1"""
76,T77,T77,Woody Austin,59,"74' 7""",44743,50,"4' 2""","137' 2"""
77,T77,T77,David Duval,67,"74' 7""",51891,58,"4' 2""","156' 1"""
78,T77,T77,Freddie Jacobson,92,"74' 7""",62677,70,"4' 3""","153' 2"""
79,T77,T77,Scott Piercy,78,"74' 7""",56387,63,"4' 2""","181' 2"""
80,81,81,Joe Ogilvie,75,"74' 6""",54536,61,"4' 2""","145' 6"""
81,T82,T82,Anthony Kim,72,"74' 5""",51805,58,"4' 2""","153' 1"""
82,T82,T82,Bill Lunde,92,"74' 5""",68744,77,"4' 2""","147' 4"""
83,T84,T84,Billy Mayfair,94,"74' 4""",75794,85,"4' 2""","163' 5"""
84,T84,T84,Sean O'Hair,71,"74' 4""",53549,60,"4' 2""","137' 6"""
85,T84,T84,Garrett Willis,71,"74' 4""",57094,64,"4' 2""","171' 3"""
86,87,87,Brendon de Jonge,105,"74' 3""",81965,92,"4' 2""","180' 2"""
87,T88,T88,Tim Petrovic,88,"74' 1""",68488,77,"4' 2""","125' 7"""
88,T88,T88,Camilo Villegas,69,"74' 1""",50699,57,"4' 2""","118' 1"""
89,T90,T90,Robert Karlsson,61,"74' 0""",39978,45,"4' 2""","138' 1"""
90,T90,T90,John Merrick,71,"74' 0""",53260,60,"4' 2""","145' 0"""
91,92,92,Charles Howell III,108,"73' 10""",80585,91,"4' 2""","142' 1"""
92,93,93,Stewart Cink,72,"73' 9""",46045,52,"4' 2""","133' 6"""
93,T94,T94,Paul Stankowski,78,"73' 8""",57443,65,"4' 2""","139' 1"""
94,T94,T94,Marc Turnesa,54,"73' 8""",40685,46,"4' 2""","161' 2"""
95,96,96,Chris Kirk,87,"73' 5""",67870,77,"4' 1""","133' 4"""
96,97,97,Jhonattan Vegas,84,"73' 4""",61587,70,"4' 2""","141' 10"""
97,T98,T98,Billy Horschel,75,"73' 3""",54497,62,"4' 1""","159' 1"""
98,T98,T98,Bio Kim,71,"73' 3""",50965,58,"4' 2""","164' 0"""
99,T98,T98,Matt Kuchar,94,"73' 3""",62435,71,"4' 1""","118' 5"""
100,T101,T101,Jason Bohn,74,"73' 2""",58831,67,"4' 1""","143' 7"""
101,T101,T101,Adam Scott,60,"73' 2""",39496,45,"4' 1""","135' 9"""
102,103,103,Chris Stroud,88,"73' 1""",68390,78,"4' 1""","133' 6"""
103,T104,T104,Richard Johnson,64,"73' 0""",47322,54,"4' 1""","199' 0"""
104,T104,T104,Colt Knost,80,"73' 0""",58690,67,"4' 1""","128' 4"""
105,T104,T104,Mark Wilson,89,"73' 0""",61329,70,"4' 1""","152' 0"""
106,T104,T104,Gary Woodland,93,"73' 0""",61334,70,"4' 1""","124' 10"""
107,108,108,Ben Curtis,66,"72' 10""",54204,62,"4' 1""","114' 10"""
108,109,109,Scott Stallings,84,"72' 9""",60229,69,"4' 1""","120' 1"""
109,T110,T110,Ben Crane,76,"72' 8""",54037,62,"4' 1""","153' 8"""
110,T110,T110,Tim Herron,85,"72' 8""",67182,77,"4' 1""","156' 7"""
111,T110,T110,Bo Van Pelt,92,"72' 8""",61898,71,"4' 1""","153' 6"""
112,113,113,Robert Allenby,84,"72' 7""",60982,70,"4' 1""","140' 3"""
113,T114,T114,Kevin Chappell,78,"72' 6""",53080,61,"4' 1""","125' 9"""
114,T114,T114,Ryuji Imada,83,"72' 6""",66153,76,"4' 1""","160' 0"""
115,T114,T114,Nick O'Hern,89,"72' 6""",66147,76,"4' 1""","183' 0"""
116,117,117,Ian Poulter,52,"72' 5""",33885,39,"4' 1""","144' 9"""
117,T118,T118,D.J. Brigman,67,"72' 4""",47747,55,"4' 1""","122' 11"""
118,T118,T118,Harrison Frazar,58,"72' 4""",36442,42,"4' 1""","140' 1"""
119,120,120,Kyle Stanley,98,"72' 3""",69350,80,"4' 1""","123' 3"""
120,T121,T121,Brian Davis,105,"72' 2""",79690,92,"4' 1""","135' 4"""
121,T121,T121,Marc Leishman,87,"72' 2""",69247,80,"4' 1""","178' 11"""
122,T123,T123,Arjun Atwal,91,"72' 1""",71768,83,"4' 1""","133' 10"""
123,T123,T123,Nathan Green,81,"72' 1""",60542,70,"4' 1""","219' 0"""
124,T125,T125,Kris Blanks,92,"72' 0""",71737,83,"4' 1""","180' 11"""
125,T125,T125,Bill Haas,93,"72' 0""",62196,72,"4' 1""","142' 3"""
126,T127,T127,Steve Elkington,50,"71' 11""",36226,42,"4' 0""","124' 9"""
127,T127,T127,Andres Gonzales,60,"71' 11""",39715,46,"4' 1""","123' 0"""
128,129,129,Josh Teater,104,"71' 10""",79300,92,"4' 0""","210' 4"""
129,130,130,K.J. Choi,77,"71' 9""",49956,58,"4' 1""","144' 11"""
130,T131,T131,Sergio Garcia,61,"71' 8""",38704,45,"4' 0""","144' 8"""
131,T131,T131,J.B. Holmes,57,"71' 8""",40435,47,"4' 0""","115' 6"""
132,T131,T131,Troy Merritt,63,"71' 8""",49022,57,"4' 0""","127' 11"""
133,T131,T131,Phil Mickelson,79,"71' 8""",49895,58,"4' 1""","158' 7"""
134,135,135,James Driscoll,71,"71' 6""",52327,61,"4' 0""","138' 10"""
135,T136,T136,Keegan Bradley,91,"71' 4""",65933,77,"4' 0""","144' 5"""
136,T136,T136,Jerry Kelly,85,"71' 4""",58240,68,"4' 0""","138' 8"""
137,T138,T138,Zach Johnson,79,"71' 3""",54727,64,"4' 0""","139' 8"""
138,T138,T138,Matt Jones,71,"71' 3""",54700,64,"4' 0""","166' 9"""
139,140,140,Charley Hoffman,93,"71' 1""",63158,74,"4' 0""","151' 1"""
140,T141,T141,Briny Baird,60,"71' 0""",41733,49,"4' 0""","137' 3"""
141,T141,T141,Jonathan Byrd,83,"71' 0""",61346,72,"4' 0""","148' 9"""
142,T141,T141,Tom Gillis,55,"71' 0""",42592,50,"4' 0""","134' 8"""
143,T141,T141,Vaughn Taylor,89,"71' 0""",70724,83,"3' 12""","118' 7"""
144,T141,T141,Bubba Watson,85,"71' 0""",50290,59,"3' 12""","133' 2"""
145,T146,T146,Jason Dufner,78,"70' 11""",55292,65,"4' 0""","112' 4"""
146,T146,T146,Kevin Stadler,88,"70' 11""",62102,73,"3' 12""","143' 5"""
147,T146,T146,Jimmy Walker,79,"70' 11""",64650,76,"4' 0""","150' 1"""
148,T149,T149,Chad Campbell,99,"70' 8""",73816,87,"3' 11""","133' 5"""
149,T149,T149,Derek Lamely,65,"70' 8""",49201,58,"4' 0""","161' 7"""
150,T151,T151,Bobby Gates,82,"70' 5""",56601,67,"3' 11""","149' 4"""
151,T151,T151,Trevor Immelman,84,"70' 5""",56628,67,"3' 11""","167' 6"""
152,T153,T153,Michael Connell,76,"70' 4""",60747,72,"3' 11""","116' 2"""
153,T153,T153,Ryan Palmer,82,"70' 4""",50637,60,"3' 12""","122' 3"""
154,155,155,Joseph Bramlett,73,"70' 2""",51391,61,"3' 12""","130' 10"""
155,156,156,Jarrod Lyle,83,"70' 1""",60561,72,"3' 11""","145' 9"""
156,157,157,Jim Herman,69,"70' 0""",47859,57,"3' 11""","129' 7"""
157,T158,T158,Dustin Johnson,72,"69' 10""",45253,54,"3' 11""","141' 4"""
158,T158,T158,George McNeill,69,"69' 10""",48601,58,"3' 11""","130' 3"""
159,T158,T158,Justin Rose,79,"69' 10""",52784,63,"3' 11""","120' 3"""
160,161,161,Troy Matteson,91,"69' 9""",67780,81,"3' 11""","151' 5"""
161,162,162,Chris DiMarco,93,"69' 8""",68551,82,"3' 11""","145' 6"""
162,163,163,Spencer Levin,113,"69' 7""",78450,94,"3' 11""","143' 0"""
163,T164,T164,Paul Goydos,81,"69' 2""",61385,74,"3' 11""","157' 9"""
164,T164,T164,J.J. Henry,96,"69' 2""",65597,79,"3' 10""","155' 11"""
165,166,166,Justin Leonard,82,"68' 11""",61196,74,"3' 10""","130' 7"""
166,167,167,Michael Bradley,74,"68' 8""",48633,59,"3' 10""","114' 2"""
167,168,168,Rory Sabbatini,85,"68' 7""",50231,61,"3' 11""","118' 4"""
168,169,169,Rocco Mediate,53,"68' 2""",39252,48,"3' 10""","117' 5"""
169,170,170,Stuart Appleby,65,"68' 1""",49020,60,"3' 10""","126' 11"""
170,171,171,Chris Riley,76,"67' 11""",55433,68,"3' 10""","174' 10"""
171,T172,T172,Joe Durant,71,"67' 10""",52085,64,"3' 9""","153' 0"""
172,T172,T172,Heath Slocum,89,"67' 10""",60251,74,"3' 10""","152' 11"""
173,T174,T174,Davis Love III,70,"67' 7""",42180,52,"3' 9""","122' 7"""
174,T174,T174,Brendan Steele,89,"67' 7""",62446,77,"3' 10""","116' 5"""
175,176,176,Rich Beem,53,"67' 6""",37255,46,"3' 9""","130' 9"""
176,T177,T177,Ernie Els,71,"67' 4""",47697,59,"3' 9""","117' 9"""
177,T177,T177,Jim Furyk,87,"67' 4""",56579,70,"3' 9""","120' 1"""
178,T177,T177,Boo Weekley,66,"67' 4""",46035,57,"3' 9""","118' 3"""
179,180,180,Justin Hicks,60,"66' 7""",35141,44,"3' 9""","124' 2"""
180,181,181,Scott Gutschewski,67,"66' 0""",43539,55,"3' 9""","127' 9"""
181,182,182,Alex Prugh,82,"65' 10""",56113,71,"3' 8""","129' 5"""
182,183,183,D.J. Trahan,91,"65' 9""",65510,83,"3' 8""","145' 0"""
183,184,184,Alex Cejka,59,"65' 7""",36969,47,"3' 9""","173' 11"""
184,185,185,Daniel Summerhays,75,"65' 5""",51784,66,"3' 8""","128' 4"""
185,186,186,Ricky Barnes,78,"64' 2""",49261,64,"3' 7""","110' 11"""
