,Round_1_Scoring_Average_RANK THIS WEEK,Round_1_Scoring_Average_RANK LAST WEEK,Round_1_Scoring_Average_PLAYER NAME,Round_1_Scoring_Average_AVG,Round_1_Scoring_Average_TOTAL STROKES,Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Rory McIlroy,68.31,1093,16
1,2,2,Zach Johnson,69.36,1734,25
2,3,3,Sergio Garcia,69.47,1042,15
3,T4,T4,Keegan Bradley,69.48,1737,25
4,T4,T4,Ryan Moore,69.48,1598,23
5,6,6,Chris Kirk,69.52,1877,27
6,7,7,Ryan Palmer,69.57,1600,23
7,8,8,Charles Howell III,69.69,2021,29
8,9,9,Matt Kuchar,69.78,1605,23
9,10,10,Harris English,69.85,1886,27
10,11,11,Jim Herman,69.9,1398,20
11,12,12,Jordan Spieth,69.92,1818,26
12,13,13,Charley Hoffman,70.0,1750,25
13,T14,T14,Brian Harman,70.03,2241,32
14,T14,T14,Michael Putnam,70.03,2031,29
15,16,16,Tim Wilkinson,70.04,1681,24
16,17,17,Adam Scott,70.06,1191,17
17,T18,T18,Jonathan Byrd,70.09,1612,23
18,T18,T18,Heath Slocum,70.09,1542,22
19,20,20,Dustin Johnson,70.13,1122,16
20,21,21,Scott Langley,70.14,1964,28
21,22,22,Bill Haas,70.15,1894,27
22,23,23,Brooks Koepka,70.19,1123,16
23,24,24,Jim Furyk,70.2,1404,20
24,25,25,Brice Garnett,70.22,1896,27
25,T26,T26,William McGirt,70.24,2037,29
26,T26,T26,Pat Perez,70.24,1756,25
27,T28,T28,Paul Casey,70.25,1124,16
28,T28,T28,Tyrone Van Aswegen,70.25,1686,24
29,30,30,Gary Woodland,70.29,1687,24
30,31,31,Ricky Barnes,70.31,1828,26
31,T32,T32,J.B. Holmes,70.33,1688,24
32,T32,T32,Andrew Svoboda,70.33,1688,24
33,T34,T34,Marc Leishman,70.35,1618,23
34,T34,T34,Robert Streb,70.35,1407,20
35,36,36,Bud Cauley,70.37,1337,19
36,37,37,Sangmoon Bae,70.38,1689,24
37,T38,T38,Aaron Baddeley,70.39,1619,23
38,T38,T38,Hideki Matsuyama,70.39,1619,23
39,T38,T38,Jeff Overton,70.39,1619,23
40,41,41,Stewart Cink,70.4,1760,25
41,42,42,Charl Schwartzel,70.41,1197,17
42,43,43,Jason Kokrak,70.42,1338,19
43,44,44,Jhonattan Vegas,70.45,1550,22
44,T45,T45,Kevin Chappell,70.48,1903,27
45,T45,T45,Seung-Yul Noh,70.48,1903,27
46,T47,T47,Russell Knox,70.5,1833,26
47,T47,T47,Hunter Mahan,70.5,1692,24
48,49,49,Graeme McDowell,70.56,1129,16
49,T50,T50,Scott Brown,70.57,2117,30
50,T50,T50,Jason Day,70.57,988,14
51,T50,T50,David Hearn,70.57,1976,28
52,T50,T50,Davis Love III,70.57,1482,21
53,T54,T54,Martin Laird,70.58,1341,19
54,T54,T54,Charlie Wi,70.58,1694,24
55,56,56,Freddie Jacobson,70.59,1906,27
56,57,57,Matt Jones,70.6,1765,25
57,T58,T58,Brendon Todd,70.62,2048,29
58,T58,T58,Camilo Villegas,70.62,2048,29
59,60,60,Greg Chalmers,70.64,1766,25
60,61,61,Bubba Watson,70.65,1413,20
61,T62,T62,Martin Kaymer,70.67,1272,18
62,T62,T62,Justin Rose,70.67,1272,18
63,T62,T62,Webb Simpson,70.67,1696,24
64,65,65,Hudson Swafford,70.68,1767,25
65,66,66,Luke Guthrie,70.69,1838,26
66,67,67,Kevin Na,70.7,1909,27
67,68,68,Lee Westwood,70.71,1202,17
68,T69,T69,Retief Goosen,70.72,1768,25
69,T69,T69,Justin Hicks,70.72,2051,29
70,T69,T69,Chris Stroud,70.72,1768,25
71,72,72,Jason Dufner,70.73,1061,15
72,73,73,Carl Pettersson,70.75,1981,28
73,T74,T74,Martin Flores,70.77,1840,26
74,T74,T74,J.J. Henry,70.77,1840,26
75,T74,T74,Morgan Hoffmann,70.77,2194,31
76,77,77,Brian Stuard,70.79,1982,28
77,T78,T78,Spencer Levin,70.8,1416,20
78,T78,T78,Willy Wilcox,70.8,1062,15
79,T80,T80,Ben Martin,70.81,1841,26
80,T80,T80,Patrick Reed,70.81,1912,27
81,82,82,Michael Thompson,70.82,1558,22
82,T83,T83,Ken Duke,70.83,1700,24
83,T83,T83,Brandt Snedeker,70.83,1700,24
84,T85,T85,Jason Bohn,70.84,1771,25
85,T85,T85,Vijay Singh,70.84,1771,25
86,T85,T85,Brendan Steele,70.84,1771,25
87,T88,T88,Andrew Loupe,70.86,1488,21
88,T88,T88,Henrik Stenson,70.86,992,14
89,90,90,Chad Campbell,70.88,1205,17
90,91,91,Jimmy Walker,70.92,1844,26
91,T92,T92,Erik Compton,70.93,1986,28
92,T92,T92,Danny Lee,70.93,1915,27
93,94,94,Wes Roach,70.95,1490,21
94,T95,T95,K.J. Choi,70.96,1632,23
95,T95,T95,Kevin Kisner,70.96,1845,26
96,T95,T95,George McNeill,70.96,1703,24
97,T95,T95,John Senden,70.96,1916,27
98,T99,T99,Jerry Kelly,71.0,1633,23
99,T99,T99,Rory Sabbatini,71.0,1775,25
100,T99,T99,Bo Van Pelt,71.0,1775,25
101,T102,T102,Shawn Stefani,71.06,1208,17
102,T102,T102,Cameron Tringale,71.06,2203,31
103,T104,T104,Troy Merritt,71.1,1422,20
104,T104,T104,Phil Mickelson,71.1,1493,21
105,T106,T106,Robert Allenby,71.11,1991,28
106,T106,T106,Daniel Summerhays,71.11,1920,27
107,T106,T106,David Toms,71.11,1351,19
108,109,109,Ian Poulter,71.13,1138,16
109,110,110,Jeff Maggert,71.16,1352,19
110,111,111,Josh Teater,71.19,1922,27
111,T112,T112,Sean O'Hair,71.2,1780,25
112,T112,T112,Kevin Stadler,71.2,1780,25
113,114,114,Stuart Appleby,71.21,1994,28
114,115,115,Graham DeLaet,71.22,1638,23
115,T116,T116,Steven Bowditch,71.23,2137,30
116,T116,T116,Billy Hurley III,71.23,1852,26
117,T116,T116,Justin Leonard,71.23,1567,22
118,T116,T116,Boo Weekley,71.23,1567,22
119,120,120,Ben Crane,71.24,1781,25
120,121,121,Ben Curtis,71.26,1639,23
121,122,122,Matt Every,71.27,1853,26
122,T123,T123,Tommy Gainey,71.29,1711,24
123,T123,T123,"Ted Potter, Jr.",71.29,1711,24
124,125,125,James Hahn,71.31,1854,26
125,126,126,Will MacKenzie,71.33,1926,27
126,127,127,Brendon de Jonge,71.35,2212,31
127,128,128,John Huh,71.37,1927,27
128,129,129,Nick Watney,71.39,1642,23
129,T130,T130,Robert Garrigus,71.4,1785,25
130,T130,T130,Brian Gay,71.4,1785,25
131,132,132,John Merrick,71.42,1714,24
132,T133,T133,Chad Collins,71.44,1929,27
133,T133,T133,Rickie Fowler,71.44,1786,25
134,135,135,Kevin Tway,71.45,1572,22
135,T136,T136,Tim Clark,71.46,1858,26
136,T136,T136,Brian Davis,71.46,2001,28
137,T138,T138,Charlie Beljan,71.48,1787,25
138,T138,T138,John Peterson,71.48,1644,23
139,140,140,James Driscoll,71.52,1788,25
140,T141,T141,Richard Lee,71.54,1860,26
141,T141,T141,Jim Renner,71.54,1717,24
142,T143,T143,Gonzalo Fernandez-Castaño,71.58,1718,24
143,T143,T143,Andres Romero,71.58,1718,24
144,145,145,Luke Donald,71.63,1146,16
145,146,146,David Lingmerth,71.64,1791,25
146,147,147,Russell Henley,71.66,2078,29
147,148,148,Jamie Lovemark,71.68,1362,19
148,149,149,Billy Horschel,71.73,1865,26
149,150,150,Trevor Immelman,71.78,1938,27
150,151,151,Bryce Molder,71.83,1724,24
151,152,152,Scott Stallings,71.85,1940,27
152,153,153,Louis Oosthuizen,71.86,1006,14
153,154,154,Ernie Els,71.87,1653,23
154,155,155,Bronson La'Cassie,71.88,1222,17
155,156,156,John Rollins,71.89,1941,27
156,T157,T157,Ángel Cabrera,71.91,1654,23
157,T157,T157,Johnson Wagner,71.91,1654,23
158,159,159,Ryo Ishikawa,71.92,1726,24
159,160,160,Chesson Hadley,71.93,2086,29
160,161,161,Brad Fritsch,71.94,1223,17
161,162,162,Roberto Castro,72.04,1873,26
162,163,163,Woody Austin,72.05,1513,21
163,T164,T164,Kyle Stanley,72.07,1946,27
164,T164,T164,Nicholas Thompson,72.07,2090,29
165,166,166,Mark Wilson,72.08,1730,24
166,167,167,Mike Weir,72.13,1731,24
167,168,168,Kevin Streelman,72.17,1660,23
168,169,169,Geoff Ogilvy,72.2,1805,25
169,170,170,Jonas Blixt,72.25,1445,20
170,171,171,D.A. Points,72.27,1879,26
171,172,172,Troy Matteson,72.32,1591,22
172,173,173,Derek Ernst,72.33,1953,27
173,174,174,D.H. Lee,72.42,1376,19
174,175,175,Briny Baird,72.47,1232,17
175,176,176,Lucas Glover,72.6,1815,25
176,177,177,Y.E. Yang,72.63,1961,27
