,Putting_from_-__20_RANK THIS WEEK,Putting_from_-__20_RANK LAST WEEK,Putting_from_-__20_PLAYER NAME,Putting_from_-__20_ROUNDS,Putting_from_-__20_% MADE,Putting_from_-__20_ATTEMPTS,Putting_from_-__20_PUTTS MADE
0,1,1,Jordan Spieth,91,12.06,315,38
1,2,2,Jason Day,75,11.55,329,38
2,3,3,Lee Westwood,56,10.99,191,21
3,4,4,Matt Jones,89,10.9,367,40
4,5,5,Sergio Garcia,59,10.8,213,23
5,6,6,Camilo Villegas,83,10.67,450,48
6,7,7,Luke Donald,71,10.46,306,32
7,8,8,Steven Bowditch,103,10.3,466,48
8,9,9,Pat Perez,96,10.1,485,49
9,10,10,Luke Guthrie,84,9.95,382,38
10,11,11,David Toms,62,9.79,286,28
11,12,12,Ian Poulter,68,9.64,249,24
12,13,13,James Hahn,94,9.58,428,41
13,14,14,Sean O'Hair,86,9.5,463,44
14,15,15,Brooks Koepka,84,9.49,390,37
15,16,16,Billy Horschel,99,9.41,457,43
16,17,17,Louis Oosthuizen,68,9.4,266,25
17,18,18,Daniel Summerhays,101,9.36,502,47
18,19,19,Patrick Reed,103,9.32,397,37
19,20,20,Scott Piercy,90,9.24,476,44
20,21,21,Cameron Tringale,96,9.17,447,41
21,22,22,Stewart Cink,77,9.15,448,41
22,23,23,Matt Kuchar,97,9.14,394,36
23,T24,T24,Ernie Els,57,9.13,208,19
24,T24,T24,Geoff Ogilvy,50,9.13,208,19
25,T24,T24,Steve Wheatcroft,87,9.13,427,39
26,27,27,Rory Sabbatini,81,9.12,362,33
27,28,28,Andres Romero,69,8.83,317,28
28,T29,T29,Jonas Blixt,78,8.82,306,27
29,T29,T29,Zach Johnson,90,8.82,363,32
30,31,31,Willy Wilcox,58,8.79,273,24
31,32,32,Cameron Percy,72,8.77,342,30
32,T33,T33,Danny Lee,120,8.75,514,45
33,T33,T33,Kevin Na,98,8.75,377,33
34,35,35,Ben Martin,93,8.74,469,41
35,36,36,Brandt Snedeker,98,8.73,424,37
36,37,37,Jason Dufner,76,8.65,266,23
37,38,38,Ryo Ishikawa,90,8.61,418,36
38,39,39,Fabián Gómez,83,8.57,385,33
39,T40,T40,Greg Chalmers,58,8.53,211,18
40,T40,T40,Martin Flores,95,8.53,516,44
41,42,42,Andrew Putnam,68,8.52,317,27
42,43,43,Phil Mickelson,70,8.46,272,23
43,T44,T44,Jamie Donaldson,50,8.33,192,16
44,T44,T44,Brian Harman,90,8.33,456,38
45,T44,T44,Nicholas Thompson,90,8.33,420,35
46,T47,T47,Hideki Matsuyama,95,8.31,373,31
47,T47,T47,Chris Stroud,84,8.31,397,33
48,49,49,Russell Henley,87,8.29,422,35
49,T50,T50,Tony Finau,106,8.24,558,46
50,T50,T50,Henrik Stenson,63,8.24,279,23
51,52,52,Zac Blair,108,8.18,550,45
52,53,53,John Merrick,78,8.15,319,26
53,54,54,Brian Stuard,97,8.1,395,32
54,55,55,Andres Gonzales,90,8.04,448,36
55,56,56,Jonathan Byrd,69,7.95,302,24
56,T57,T57,Colt Knost,90,7.92,442,35
57,T57,T57,Scott Pinckney,88,7.92,480,38
58,59,59,Ricky Barnes,82,7.9,329,26
59,60,60,Paul Casey,87,7.89,393,31
60,T61,T61,Adam Scott,51,7.84,204,16
61,T61,T61,Jimmy Walker,89,7.84,357,28
62,T63,T63,Whee Kim,71,7.83,332,26
63,T63,T63,Bo Van Pelt,81,7.83,383,30
64,65,65,Andrew Svoboda,80,7.78,437,34
65,66,66,Tim Wilkinson,73,7.77,309,24
66,67,67,Michael Thompson,83,7.74,504,39
67,T68,T68,Carlos Ortiz,100,7.72,505,39
68,T68,T68,Hudson Swafford,97,7.72,531,41
69,70,70,John Huh,102,7.71,506,39
70,T71,T71,Kevin Chappell,86,7.64,419,32
71,T71,T71,Gary Woodland,81,7.64,301,23
72,73,73,Charles Howell III,105,7.61,618,47
73,74,74,Jason Bohn,95,7.6,487,37
74,T75,T75,Adam Hadwin,95,7.55,503,38
75,T75,T75,Tom Hoge,83,7.55,331,25
76,77,77,Derek Fathauer,81,7.54,345,26
77,78,78,Boo Weekley,79,7.5,400,30
78,T79,T79,Keegan Bradley,87,7.49,374,28
79,T79,T79,Russell Knox,96,7.49,561,42
80,81,81,Jerry Kelly,79,7.48,361,27
81,T82,T82,Carl Pettersson,106,7.45,510,38
82,T82,T82,Kevin Streelman,95,7.45,443,33
83,T82,T82,Brendon Todd,96,7.45,416,31
84,85,85,Troy Merritt,91,7.42,512,38
85,T86,T86,David Lingmerth,90,7.37,380,28
86,T86,T86,Bryce Molder,91,7.37,448,33
87,T86,T86,Johnson Wagner,68,7.37,353,26
88,T89,T89,Ángel Cabrera,53,7.32,246,18
89,T89,T89,Erik Compton,86,7.32,396,29
90,91,91,Bill Lunde,50,7.31,219,16
91,92,92,Harris English,105,7.3,507,37
92,93,93,Jhonattan Vegas,90,7.28,467,34
93,94,94,Dustin Johnson,75,7.25,276,20
94,95,95,Rickie Fowler,76,7.24,304,22
95,96,96,Brian Davis,86,7.22,388,28
96,97,97,Martin Laird,77,7.21,444,32
97,98,98,Ben Crane,62,7.17,293,21
98,99,99,Mark Wilson,89,7.16,489,35
99,100,100,Sangmoon Bae,98,7.14,462,33
100,T101,T101,Charley Hoffman,97,7.11,408,29
101,T101,T101,Nick Watney,91,7.11,478,34
102,103,103,Jason Gore,76,7.06,326,23
103,104,104,Chad Campbell,97,7.03,555,39
104,105,105,Brice Garnett,81,7.01,428,30
105,106,106,Patrick Rodgers,57,6.99,272,19
106,107,107,J.B. Holmes,89,6.97,330,23
107,108,108,Scott Brown,97,6.95,446,31
108,109,109,Seung-Yul Noh,65,6.93,303,21
109,110,110,Ken Duke,93,6.92,419,29
110,111,111,Aaron Baddeley,76,6.91,376,26
111,112,112,Jason Kokrak,88,6.83,483,33
112,113,113,Greg Owen,58,6.82,220,15
113,T114,T114,Roberto Castro,54,6.78,177,12
114,T114,T114,Sam Saunders,83,6.78,339,23
115,116,116,Kevin Kisner,104,6.77,532,36
116,117,117,Padraig Harrington,60,6.76,281,19
117,118,118,Jon Curran,83,6.75,400,27
118,T119,T119,Chesson Hadley,101,6.73,490,33
119,T119,T119,Jonathan Randolph,72,6.73,342,23
120,121,121,David Hearn,97,6.71,477,32
121,T122,T122,Chad Collins,79,6.69,344,23
122,T122,T122,Ryan Moore,81,6.69,299,20
123,T124,T124,D.A. Points,72,6.67,330,22
124,T124,T124,Heath Slocum,57,6.67,210,14
125,126,126,Jim Herman,88,6.63,498,33
126,T127,T127,Webb Simpson,81,6.59,349,23
127,T127,T127,Nick Taylor,91,6.59,455,30
128,129,129,Billy Hurley III,83,6.57,350,23
129,130,130,Derek Ernst,75,6.54,382,25
130,131,131,Roger Sloan,56,6.49,231,15
131,132,132,Chez Reavie,56,6.45,279,18
132,T133,T133,Kyle Reifers,96,6.43,451,29
133,T133,T133,Robert Streb,110,6.43,591,38
134,T135,T135,Morgan Hoffmann,85,6.4,375,24
135,T135,T135,Spencer Levin,99,6.4,500,32
136,137,137,K.J. Choi,66,6.38,298,19
137,138,138,George McNeill,93,6.36,519,33
138,139,139,Mark Hubbard,79,6.35,394,25
139,140,140,Hunter Mahan,88,6.33,411,26
140,T141,T141,Alex Cejka,94,6.24,433,27
141,T141,T141,Brendan Steele,88,6.24,449,28
142,143,143,Eric Axley,57,6.17,243,15
143,144,144,Daniel Berger,97,6.15,488,30
144,145,145,Gonzalo Fernandez-Castaño,81,6.13,359,22
145,146,146,Justin Leonard,61,6.12,278,17
146,T147,T147,Jim Furyk,71,6.09,312,19
147,T147,T147,Justin Thomas,106,6.09,509,31
148,149,149,John Peterson,84,6.05,446,27
149,T150,T150,Bill Haas,89,5.99,451,27
150,T150,T150,Justin Rose,69,5.99,267,16
151,152,152,Chris Kirk,76,5.97,318,19
152,153,153,Brendon de Jonge,106,5.92,524,31
153,154,154,John Senden,80,5.77,312,18
154,155,155,Vijay Singh,78,5.75,365,21
155,156,156,Blayne Barber,76,5.73,349,20
156,157,157,Steven Alker,62,5.6,250,14
157,158,158,William McGirt,103,5.5,564,31
158,159,159,Charl Schwartzel,67,5.49,237,13
159,160,160,Shawn Stefani,94,5.48,529,29
160,161,161,Max Homa,78,5.46,348,19
161,162,162,Retief Goosen,81,5.45,330,18
162,163,163,Jeff Overton,94,5.42,424,23
163,164,164,Michael Putnam,87,5.37,410,22
164,165,165,Matt Every,73,5.36,280,15
165,T166,T166,Graham DeLaet,65,5.35,318,17
166,T166,T166,Ryan Palmer,80,5.35,318,17
167,168,168,J.J. Henry,94,5.28,511,27
168,169,169,Robert Allenby,63,5.14,311,16
169,170,170,Tyrone Van Aswegen,58,5.08,236,12
170,171,171,Marc Leishman,74,4.95,303,15
171,172,172,Scott Langley,94,4.88,451,22
172,T173,T173,Lucas Glover,79,4.82,415,20
173,T173,T173,Byron Smith,59,4.82,249,12
174,175,175,Oscar Fraustro,58,4.8,229,11
175,176,176,Francesco Molinari,56,4.55,264,12
176,177,177,Scott Stallings,60,4.42,294,13
177,178,178,Sung Joon Park,79,4.17,360,15
178,179,179,Charlie Beljan,76,4.08,343,14
179,180,180,Alex Prugh,84,3.93,483,19
180,181,181,Bubba Watson,71,3.9,308,12
181,182,182,Robert Garrigus,70,3.85,286,11
182,183,183,Davis Love III,51,3.57,252,9
183,184,184,Jim Renner,68,2.62,305,8
